	wt_d2._vs_TET3KO_d2._diff	wt_d2._vs_TET3KO_d2._p.val	Protein.Group	Protein.Ids	Protein.Names	First.Protein.Description	cluster
A2M	-0.92442226178353	0.638522292554183	P01023	P01023	A2MG_HUMAN	Alpha-2-macroglobulin	
AAAS	-1.3709222620816	1.78030160114043e-07	Q9NRG9	Q9NRG9	AAAS_HUMAN	Aladin	
AACS	-0.367847261954395	0.0920897587166552	Q86V21	Q86V21	AACS_HUMAN	Acetoacetyl-CoA synthetase	
AADAT	-17.8492541361491	3.03650928338501e-42	Q8N5Z0	Q8N5Z0	AADAT_HUMAN	"""Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial"""	2.0
AAGAB	-0.0535222620162905	0.87754562164991	Q6PD74	Q6PD74	AAGAB_HUMAN	Alpha- and gamma-adaptin-binding protein p34	
AAK1	2.14713178500267	0.002831186017876	A0A096LP25	Q6ZSR9;A0A096LP25;A0A096LNZ0	A0A096LP25_HUMAN	AP2-associated protein kinase 1 (Fragment)	
AAK1	-0.540622261817106	0.0001877472917743	Q2M2I8	Q2M2I8	AAK1_HUMAN	AP2-associated protein kinase 1	
AAMDC	0.178002738241457	0.742663326228326	Q9H7C9	Q9H7C9;E9PNP3;E9PR47	AAMDC_HUMAN	Mth938 domain-containing protein	6.0
AAMP	-0.033497262002733	0.861093813659155	Q13685	Q13685;C9JTS3;C9JG97;C9JEH3	AAMP_HUMAN	Angio-associated migratory cell protein	
AAR2	0.0103527379233412	0.996279688946835	Q9Y312	Q9Y312;A2A2Q9	AAR2_HUMAN	Protein AAR2 homolog	3.0
AARS1	0.392202738151557	0.0013878757266293	P49588	P49588	SYAC_HUMAN	"""Alanine--tRNA ligase, cytoplasmic"""	
AARS2	-0.520847261636305	0.0010677431441417	Q5JTZ9	Q5JTZ9	SYAM_HUMAN	"""Alanine--tRNA ligase, mitochondrial"""	
AARSD1	-0.340472261692671	0.0431466406227392	Q9BTE6	Q9BTE6;C9J5N1;L7N2F4;K7EQ85	AASD1_HUMAN	Alanyl-tRNA editing protein Aarsd1	8.0
AASDH	-4.39518989216323	0.166973970263526	Q4L235	Q4L235;R4GNB1	ACSF4_HUMAN	Beta-alanine-activating enzyme	
AASDHPPT	0.450827738028948	0.0103924730461658	Q9NRN7	Q9NRN7	ADPPT_HUMAN	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	
AASS	0.33882773815543	0.160675745258825	Q9UDR5	Q9UDR5;F8WAH1	AASS_HUMAN	"""Alpha-aminoadipic semialdehyde synthase, mitochondrial"""	8.0
AATF	0.477602737900138	0.0415553047924371	Q9NY61	Q9NY61	AATF_HUMAN	Protein AATF	
ABAT	0.638427738183012	0.0134495371758233	P80404	P80404;H3BNQ7;H3BRN4	GABT_HUMAN	"""4-aminobutyrate aminotransferase, mitochondrial"""	8.0
ABCA1	0.221177738199643	0.896788758548439	O95477	O95477	ABCA1_HUMAN	Phospholipid-transporting ATPase ABCA1	
ABCA2	-3.5527136788005e-15	0.999999999999988	Q9BZC7	Q9BZC7;A0A087WXK5;J3QSS3;E9PGB2	ABCA2_HUMAN	ATP-binding cassette sub-family A member 2	1.0
ABCA3	-1.2130534123511	0.671850996804103	Q99758	Q99758;H0Y3H2	ABCA3_HUMAN	ATP-binding cassette sub-family A member 3	
ABCA4	-17.8727541361386	7.337384429686531e-10	P78363	P78363;F6TT59	ABCA4_HUMAN	Retinal-specific phospholipid-transporting ATPase ABCA4	4.0
ABCA5	-1.41121730204929	0.0021319807241035	Q8WWZ7	Q8WWZ7;K7EMV2;K7EPM3;A0A075B778	ABCA5_HUMAN	ATP-binding cassette sub-family A member 5	2.0
